paper name,abstract,keywords,link
Correspondence Analysis with Linear Constraints of Ordinal Cross-Classifications,"Within the non-iterative procedures for performing a correspondence analysis with linear constraints, a strategy is proposed to impose linear constraints in analyzing a contingency table with one or two ordered sets of categories. At the heart of the approach is the partition of the Pearson chi-squared statistics which involves terms that summarize the association between the nominal/ordinal variables using bivariate moments based on orthogonal polynomials. Linear constraints are then included directly in suitable matrices reflecting the most important components, overcoming also the problem of imposing linear constraints based on subjective decisions.","Correspondence analysis, Ordinal correspondence analysis, Linear constraints, External information, Orthogonal polynomials",https://link.springer.com//article/10.1007/s00357-011-9070-3
On the Imputation of Missing Data in Surveys with Likert-Type Scales,"Starting from the problem of missing data in surveys with Likert-type scales, the aim of this paper is to evaluate a possible improvement for the imputation procedure proposed by Lavori, Dawson, and Shera (1995) here called Approximate Bayesian bootstrap with Propensity score (ABP).We propose an imputation procedure named Approximate Bayesian bootstrap with Propensity score and Nearest neighbour (ABPN), which, after the “propensity score step” of ABP, randomly selects a donor in the nonrespondent’s neighbourhood, which includes cases with response patterns similar to the one of the nonrespondent to be imputed.A preliminary simulation study with single imputation on missing data in two Likerttype scales from a real data set shows that ABPN: (a) performed better than the ABP imputation, and (b) can be considered as a serious competitor of other procedures used in this context.","Item nonresponse, Imputation, Approximate Bayesian Bootstrap, Missing data mechanisms, Latent trait, Ordinal variables",https://link.springer.com//article/10.1007/s00357-011-9074-z
Iterative Design of Experiments by Non-Linear PLS Models. A Case Study: The Reservoir Simulator Data to Forecast Oil Production,"In this paper we present a way of conducting design of experiments by Multivariate Additive Partial Least-Squares Splines models, in short MAPLSS. In the framework of optimal experimental design based on small samples, in order to select the most informative MAPLSS model, we process an adaptive incremental selection of observations by a particular bootstrap procedure. Why MAPLSS models? Because they inherit the advantages of the PLS regression that permits to capture additively non-linear main effects and relevant interactions in the difficult framework of small samples. The effectiveness of this approach is illustrated on the reservoir simulator data used to forecast oil production.","L2 Boosting regression, Multivariate additive PLS splines, Bootstrap, Iterative design of experiments",https://link.springer.com//article/10.1007/s00357-011-9071-2
GME Estimation of Spatial Structural Equations Models,"The objective of this paper is to develop a GME formulation for the class of spatial structural equations models (S-SEM). In this respect, two innovatory aspects are introduced: (i) the formalization of the GME estimation approach for structural equations models that account for spatial heterogeneity and spatial dependence; (ii) the extension of the methodology to a panel data framework. We also present an application of the method to real data finalized to investigate disparities of unemployment rates in OECD countries over the period 1998-2006.",GME estimation of S-SEM,https://link.springer.com//article/10.1007/s00357-011-9073-0
Structural Similarity: Spectral Methods for Relaxed Blockmodeling,"In this paper we propose the concept of structural similarity as a relaxation of blockmodeling in social network analysis. Most previous approaches attempt to relax the constraints on partitions, for instance, that of being a structural or regular equivalence to being approximately structural or regular, respectively. In contrast, our approach is to relax the partitions themselves: structural similarities yield similarity values instead of equivalence or non-equivalence of actors, while strictly obeying the requirement made for exact regular equivalences. Structural similarities are based on a vector space interpretation and yield efficient spectral methods that, in a more restrictive manner, have been successfully applied to difficult combinatorial problems such as graph coloring. While traditional blockmodeling approaches have to rely on local search heuristics, our framework yields algorithms that are provably optimal for specific data-generation models. Furthermore, the stability of structural similarities can be well characterized making them suitable for the analysis of noisy or dynamically changing network data.","Social network analysis, Blockmodeling, Spectral graph partitioning, Conflict networks, Dynamic network visualization",https://link.springer.com//article/10.1007/s00357-010-9062-8
Dimensionality Reduction on the Cartesian Product of Embeddings of Multiple Dissimilarity Matrices,"We consider the problem of combining multiple dissimilarity representations via the Cartesian product of their embeddings. For concreteness, we choose the inferential task at hand to be classification. The high dimensionality of this Cartesian product space implies the necessity of dimensionality reduction before training a classifier. We propose a supervised dimensionality reduction method, which utilizes the class label information, to help achieve a favorable combination. The simulation and real data results show that our approach can improve classification accuracy compared to the alternatives of principal components analysis and no dimensionality reduction at all.","Dissimilarity representation, Multidimensional scaling, Dimensionality reduction, Principal components analysis, Linear discriminant analysis",https://link.springer.com//article/10.1007/s00357-010-9059-3
A Formal Proof of a Paradox Associated with Cohen’s Kappa,"Suppose two judges each classify a group of objects into one of several nominal categories. It has been observed in the literature that, for fixed observed agreement between the judges, Cohen’s kappa penalizes judges with similar marginals compared to judges who produce different marginals. This paper presents a formal proof of this phenomenon.","Inter-rater reliability, Nominal agreement, Rearrangement inequality, Marginal homogeneity, Marginal asymmetry",https://link.springer.com//article/10.1007/s00357-010-9060-x
Comparing Several Parametric and Nonparametric Approaches to Time Series Clustering: A Simulation Study,"One key point in cluster analysis is to determine a similarity or dissimilarity measure between data objects. When working with time series, the concept of similarity can be established in different ways. In this paper, several non-parametric statistics originally designed to test the equality of the log-spectra of two stochastic processes are proposed as dissimilarity measures between time series data. Their behavior in time series clustering is analyzed throughout a simulation study, and compared with the performance of several model-free and model-based dissimilarity measures. Up to three different classification settings were considered: (i) to distinguish between stationary and non-stationary time series, (ii) to classify different ARMA processes and (iii) to classify several non-linear time series models. As it was expected, the performance of a particular dissimilarity metric strongly depended on the type of processes subjected to clustering. Among all the measures studied, the nonparametric distances showed the most robust behavior.","Time series clustering, Dissimilarity measures, Stationary and non-stationary processes, ARMA processes, Non-linear processes, Local linear regression",https://link.springer.com//article/10.1007/s00357-010-9064-6
Dimensionally Reduced Model-Based Clustering Through Mixtures of Factor Mixture Analyzers,"Dimensionally reduced model-based clustering methods are recently receiving a wide interest in statistics as a tool for performing simultaneously clustering and dimension reduction through one or more latent variables. Among these, Mixtures of Factor Analyzers assume that, within each component, the data are generated according to a factor model, thus reducing the number of parameters on which the covariance matrices depend. In Factor Mixture Analysis clustering is performed through the factors of an ordinary factor analysis which are jointly modelled by a Gaussian mixture. The two approaches differ in genesis, parameterization and consequently clustering performance. In this work we propose a model which extends and combines them. The proposed Mixtures of Factor Mixture Analyzers provide a unified class of dimensionally reduced mixture models which includes the previous ones as special cases and could offer a powerful tool for modelling non-Gaussian latent variables.","Gaussian mixture models, Factor analysis, EM-algorithm",https://link.springer.com//article/10.1007/s00357-010-9063-7
A Probability for Classification Based on the Dirichlet Process Mixture Model,In this paper we provide an explicit probability distribution for classification purposes when observations are viewed on the real line and classifications are to be based on numerical orderings. The classification model is derived from a Bayesian nonparametric mixture of Dirichlet process model; with some modifications. The resulting approach then more closely resembles a classical hierarchical grouping rule in that it depends on sums of squares of neighboring values. The proposed probability model for classification relies on a numerical procedure based on a reversible Markov chain Monte Carlo (MCMC) algorithm for determining the probabilities. Some numerical illustrations comparing with alternative ideas for classification are provided.,"Classification, MCMC sampling, MDP model",https://link.springer.com//article/10.1007/s00357-010-9061-9
Minimum Tree Cost Quartet Puzzling,"We present a new distance based quartet method for phylogenetic tree reconstruction, called Minimum Tree Cost Quartet Puzzling. Starting from a distance matrix computed from natural data, the algorithm incrementally constructs a tree by adding one taxon at a time to the intermediary tree using a cost function based on the relaxed 4-point condition for weighting quartets. Different input orders of taxa lead to trees having distinct topologies which can be evaluated using a maximum likelihood or weighted least squares optimality criterion. Using reduced sets of quartets and a simple heuristic tree search strategy we obtain an overall complexity of O(n5 log2n) for the algorithm. We evaluate the performances of the method through comparative tests and show that our method outperforms NJ when a weighted least squares optimality criterion is employed. We also discuss the theoretical boundaries of the algorithm.","Quartet method, Distance method, Phylogenetic tree reconstruction",https://link.springer.com//article/10.1007/s00357-010-9053-9
An Algorithm for Computing Cutpoints in Finite Metric Spaces,"The theory of the tight span, a cell complex that can be associated to every metric D, offers a unifying view on existing approaches for analyzing distance data, in particular for decomposing a metric D into a sum of simpler metrics as well as for representing it by certain specific edge-weighted graphs, often referred to as realizations of D. Many of these approaches involve the explicit or implicit computation of the so-called cutpoints of (the tight span of) D, such as the algorithm for computing the “building blocks” of optimal realizations of D recently presented by A. Hertz and S. Varone. The main result of this paper is an algorithm for computing the set of these cutpoints for a metric D on a finite set with n elements in O(n3) time. As a direct consequence, this improves the run time of the aforementioned O(n6)-algorithm by Hertz and Varone by “three orders of magnitude”.","Metric, Cutpoint, Realization, Tight span, Decomposition, Block",https://link.springer.com//article/10.1007/s00357-010-9055-7
n-Way Metrics,"We study a family of n-way metrics that generalize the usual two-way metric. The n-way metrics are totally symmetric maps from En into \( {\mathbb{R}_{ \geqslant 0}} \). The three-way metrics introduced by Joly and Le Calvé (1995) and Heiser and Bennani (1997) and the n-way metrics studied in Deza and Rosenberg (2000) belong to this family. It is shown how the n-way metrics and n-way distance measures are related to (n − 1)-way metrics, respectively, (n − 1)-way distance measures.","n-Way distance measure, Triangle inequality, Tetrahedron inequality;Polyhedron inequality, Parametrized inequality",https://link.springer.com//article/10.1007/s00357-010-9052-x
Multiple Correspondence Analysis via Polynomial Transformations of Ordered Categorical Variables,"We present an alternative approach to Multiple Correspondence Analysis (MCA) that is appropriate when the data consist of ordered categorical variables. MCA displays objects (individuals, units) and variables as individual points and sets of category points in a low-dimensional space. We propose a hybrid decomposition on the basis of the classical indicator super-matrix, using the singular value decomposition, and the bivariate moment decomposition by orthogonal polynomials. When compared to standard MCA, the hybrid decomposition will give the same representation of the categories of the variables, but additionally, we obtain a clear association interpretation among the categories in terms of linear, quadratic and higher order components. Moreover, the graphical display of the individual units will show an automatic clustering.","Multiple correspondence analysis, Ordered categorical variables, Singular value decomposition, Bivariate moment decomposition, Hybrid decomposition, Automatic clustering of objects",https://link.springer.com//article/10.1007/s00357-010-9056-6
Functional Cluster Analysis via Orthonormalized Gaussian Basis Expansions and Its Application,"We propose functional cluster analysis (FCA) for multidimensional functional data sets, utilizing orthonormalized Gaussian basis functions. An essential point in FCA is the use of orthonormal bases that yield the identity matrix for the integral of the product of any two bases. We construct orthonormalized Gaussian basis functions using Cholesky decomposition and derive a property of Cholesky decomposition with respect to Gram-Schmidt orthonormalization. The advantages of the functional clustering are that it can be applied to the data observed at different time points for each subject, and the functional structure behind the data can be captured by removing the measurement errors. Numerical experiments are conducted to investigate the effectiveness of the proposed method, as compared to conventional discrete cluster analysis. The proposed method is applied to three-dimensional (3D) protein structural data that determine the 3D arrangement of amino acids in individual protein.","Cholesky decomposition, Functional data, Gram-Schmidt orthonormalization, k-means, Protein structure, Radial basis functions, Self-Organizing Maps",https://link.springer.com//article/10.1007/s00357-010-9054-8
Wavelet-based Fuzzy Clustering of Time Series,"Traditional procedures for clustering time series are based mostly on crisp hierarchical or partitioning methods. Given that the dynamics of a time series may change over time, a time series might display patterns that may enable it to belong to one cluster over one period while over another period, its pattern may be more consistent with those in another cluster. The traditional clustering procedures are unable to identify the changing patterns over time. However, clustering based on fuzzy logic will be able to detect the switching patterns from one time period to another thus enabling some time series to simultaneously belong to more than one cluster. In particular, this paper proposes a fuzzy approach to the clustering of time series based on their variances through wavelet decomposition. We will show that this approach will distinguish between time series with different patterns in variability as well identifying time series with switching patterns in variability.","Stationary and non stationary time series, Switching time series, Wavelet variance, Crisp clustering, Fuzzy clustering, Developed and emerging markets",https://link.springer.com//article/10.1007/s00357-010-9058-4
Intelligent Choice of the Number of Clusters in K-Means Clustering: An Experimental Study with Different Cluster Spreads,"The issue of determining “the right number of clusters” in K-Means has attracted considerable interest, especially in the recent years. Cluster intermix appears to be a factor most affecting the clustering results. This paper proposes an experimental setting for comparison of different approaches at data generated from Gaussian clusters with the controlled parameters of between- and within-cluster spread to model cluster intermix. The setting allows for evaluating the centroid recovery on par with conventional evaluation of the cluster recovery. The subjects of our interest are two versions of the “intelligent” K-Means method, ik-Means, that find the “right” number of clusters by extracting “anomalous patterns” from the data one-by-one. We compare them with seven other methods, including Hartigan’s rule, averaged Silhouette width and Gap statistic, under different between- and within-cluster spread-shape conditions. There are several consistent patterns in the results of our experiments, such as that the right K is reproduced best by Hartigan’s rule – but not clusters or their centroids. This leads us to propose an adjusted version of iK-Means, which performs well in the current experiment setting.","K-Means clustering, Number of clusters, Anomalous pattern, Hartigan’s rule, Gap statistic",https://link.springer.com//article/10.1007/s00357-010-9049-5
Selection of a Representative Sample,"Sometimes a larger dataset needs to be reduced to just a few points, and it is desirable that these points be representative of the whole dataset. If the future uses of these points are not fully specified in advance, standard decision-theoretic approaches will not work. We present here methodology for choosing a small representative sample based on a mixture modeling approach.","Bayesian statistics, Clustering, Mixture model, Data reduction.",https://link.springer.com//article/10.1007/s00357-010-9044-x
A Fuzzy Clustering Model for Multivariate Spatial Time Series,"Clustering of multivariate spatial-time series should consider: 1) the spatial nature of the objects to be clustered; 2) the characteristics of the feature space, namely the space of multivariate time trajectories; 3) the uncertainty associated to the assignment of a spatial unit to a given cluster on the basis of the above complex features. The last aspect is dealt with by using the Fuzzy C-Means objective function, based on appropriate measures of dissimilarity between time trajectories, by distinguishing the cross-sectional and longitudinal aspects of the trajectories. In order to take into account the spatial nature of the statistical units, a spatial penalization term is added to the above function, depending on a suitable spatial proximity/ contiguity matrix. A tuning coefficient takes care of the balance between, on one side, discriminating according to the pattern of the time trajectories and, on the other side, ensuring an approximate spatial homogeneity of the clusters. A technique for determining an optimal value of this coefficient is proposed, based on an appropriate spatial autocorrelation measure. Finally, the proposed models are applied to the classification of the Italian provinces, on the basis of the observed dynamics of some socio-economical indicators.","Array of space time data, Fuzzy clustering, Spatial autocorrelation function, Spatial penalization term, Dissimilarity measures between multivariate time trajectories",https://link.springer.com//article/10.1007/s00357-010-9043-y
Parsimonious Classification Via Generalized Linear Mixed Models,"We devise a classification algorithm based on generalized linear mixed model (GLMM) technology. The algorithm incorporates spline smoothing, additive model-type structures and model selection. For reasons of speed we employ the Laplace approximation, rather than Monte Carlo methods. Tests on real and simulated data show the algorithm to have good classification performance. Moreover, the resulting classifiers are generally interpretable and parsimonious.","Akaike Information Criterion, Feature selection, Generalized additive models, Penalized splines, Supervised learning, Model selection, Rao statistics, Variance components",https://link.springer.com//article/10.1007/s00357-010-9045-9
Anisotropic Orthogonal Procrustes Analysis,"The aim of this paper is to analyze two scaling extensions of the Orthogonal Procrustes Problem (OPP) called the pre-scaling and the post-scaling approaches. We also discuss some problems related to these extensions and propose two new algorithms to find optimal solutions. These algorithms, which are based on the majorization principle, are shown to be monotonically convergent and their performance is examined.","Procrustes analysis, Pre-scaling approach, Post-scaling approach, Majorization algorithms",https://link.springer.com//article/10.1007/s00357-010-9046-8
The Remarkable Simplicity of Very High Dimensional Data: Application of Model-Based Clustering,"An ultrametric topology formalizes the notion of hierarchical structure. An ultrametric embedding, referred to here as ultrametricity, is implied by a hierarchical embedding. Such hierarchical structure can be global in the data set, or local. By quantifying extent or degree of ultrametricity in a data set, we show that ultrametricity becomes pervasive as dimensionality and/or spatial sparsity increases. This leads us to assert that very high dimensional data are of simple structure. We exemplify this finding through a range of simulated data cases. We discuss also application to very high frequency time series segmentation and modeling.","Multivariate data analysis, Cluster analysis, Hierarchy, Ultrametric, p-Adic, Dimensionality",https://link.springer.com//article/10.1007/s00357-009-9037-9
Seriation in the Presence of Errors: NP-Hardness of l∞ -Fitting Robinson Structures to Dissimilarity Matrices,"In this paper, we establish that the following fitting problem is NP-hard: given a finite set X and a dissimilarity measure d on X (d is a symmetric function from X2 to the nonnegative real numbers and vanishing on the diagonal), we wish to find a Robinsonian dissimilarity dR on X minimizing the l∞-error ||d − dR||∞ = maxx,y∈X{|d(x, y) − dR(x, y)|} between d and dR. Recall that a dissimilarity dR on X is called monotone (or Robinsonian) if there exists a total order ≺ on X such that x ≺ z ≺ y implies that d(x, y) ≥ max{d(x, z), d(z, y)}. The Robinsonian dissimilarities appear in seriation and clustering problems, in sparse matrix ordering and DNA sequencing.","Robinsonian dissimilarity, NP-hardness, Fitting problem, l∞-norm",https://link.springer.com//article/10.1007/s00357-009-9041-0
Market Segmentation Using Brand Strategy Research: Bayesian Inference with Respect to Mixtures of Log-Linear Models,"This paper presents a Bayesian model based clustering approach for dichotomous item responses that deals with issues often encountered in model based clustering like missing data, large data sets and within cluster dependencies. The approach proposed will be illustrated using an example concerning Brand Strategy Research.","Bayesian computational statistics, Model based clustering, Log-linear modeling, Market segmentation, Brand strategy research, Markov Chain Monte Carlo methods, Missing data",https://link.springer.com//article/10.1007/s00357-009-9040-1
Unfolding Incomplete Data: Guidelines for Unfolding Row-Conditional Rank Order Data with Random Missings,"Unfolding creates configurations from preference information. In this paper, it is argued that not all preference information needs to be collected and that good solutions are still obtained, even when more than half of the data is missing. Simulation studies are conducted to compare missing data treatments, sources of missing data, and designs for the specification of missing data. Guidelines are provided and used in actual practice.","Unfolding, Incomplete data, Missing data, BIBD, PREFSCAL",https://link.springer.com//article/10.1007/s00357-009-9039-7
Incremental Tree-Based Missing Data Imputation with Lexicographic Ordering,"In the framework of incomplete data analysis, this paper provides a nonparametric approach to missing data imputation based on Information Retrieval. In particular, an incremental procedure based on the iterative use of tree-based method is proposed and a suitable Incremental Imputation Algorithm is introduced. The key idea is to define a lexicographic ordering of cases and variables so that conditional mean imputation via binary trees can be performed incrementally. A simulation study and real data applications are carried out to describe the advantages and the performance with respect to standard approaches.","Missing data, Classification and regression tree, FAST splitting algorithm, Lexicographic order, Nonparametric imputation, Data editing",https://link.springer.com//article/10.1007/s00357-009-9038-8
Structural Classification Analysis of Three-Way Dissimilarity Data,"The paper presents a methodology for classifying three-way dissimilarity data, which are reconstructed by a small number of consensus classifications of the objects each defined by a sum of two order constrained distance matrices, so as to identify both a partition and an indexed hierarchy.Specifically, the dissimilarity matrices are partitioned in homogeneous classes and, within each class, a partition and an indexed hierarchy are simultaneously fitted.The model proposed is mathematically formalized as a constrained mixed-integer quadratic problem to be fitted in the least-squares sense and an alternating least-squares algorithm is proposed which is computationally efficient.Two applications of the methodology are also described together with an extensive simulation to investigate the performance of the algorithm.","Dissimilarity, Three-Way data, Classification, Hierarchy, Partition",https://link.springer.com//article/10.1007/s00357-009-9033-0
Optimization Strategies for Two-Mode Partitioning,"Two-mode partitioning is a relatively new form of clustering that clusters both rows and columns of a data matrix. In this paper, we consider deterministic two-mode partitioning methods in which a criterion similar to k-means is optimized. A variety of optimization methods have been proposed for this type of problem. However, it is still unclear which method should be used, as various methods may lead to non-global optima. This paper reviews and compares several optimization methods for two-mode partitioning. Several known methods are discussed, and a new fuzzy steps method is introduced. The fuzzy steps method is based on the fuzzy c-means algorithm of Bezdek (1981) and the fuzzy steps approach of Heiser and Groenen (1997) and Groenen and Jajuga (2001). The performances of all methods are compared in a large simulation study. In our simulations, a two-mode k-means optimization method most often gives the best results. Finally, an empirical data set is used to give a practical example of two-mode partitioning.","Two-mode partitioning, Optimization methods, Meta-heuristics",https://link.springer.com//article/10.1007/s00357-009-9031-2
A Procedure for Estimating the Number of Clusters in Logistic Regression Clustering,"This paper studies the problem of estimating the number of clusters in the context of logistic regression clustering. The classification likelihood approach is employed to tackle this problem. A model-selection based criterion for selecting the number of logistic curves is proposed and its asymptotic property is also considered. The small sample performance of the proposed criterion is studied by Monto Carlo simulation. In addition, a real data example is presented.","Asymptotics, Logistic regression clustering, Model selection, Penalty",https://link.springer.com//article/10.1007/s00357-009-9035-y
Bayes Discriminant Rules with Ordered Predictors,We propose and discuss improved Bayes rules to discriminate between two populations using ordered predictors. To address the problem we propose an alternative formulation using a latent space that allows to introduce the information about the order in the theoretical rules. The rules are first defined when the marginal densities are fully known and then under normality when the parameters are unknown and training samples are available. Several numerical examples and simulations in the paper illustrate the methodology and show that the new rules handle the information appropriately. We compare the new rules with the classical Bayes and Fisher rules in these examples and we show that the misclassification probability is smaller for the new rules. The method is also applied to data from a diabetes study where we again show that the new rules improve over the usual Fisher rule.,"Discriminant analysis, Latent space, Misclassification probability, Order restrictions, Restricted estimation",https://link.springer.com//article/10.1007/s00357-009-9034-z
k-Adic Similarity Coefficients for Binary (Presence/Absence) Data,"k-Adic formulations (for groups of objects of size k) of a variety of 2-adic similarity coefficients (for pairs of objects) for binary (presence/absence) data are presented. The formulations are not functions of 2-adic similarity coefficients. Instead, the main objective of the the paper is to present k-adic formulations that reflect certain basic characteristics of, and have a similar interpretation as, their 2-adic versions. Two major classes are distinguished. The first class is referred to as Bennani-Heiser similarity coefficients, which contains all coefficients that can be defined using just the matches, the number of attributes that are present and that are absent in k objects, and the total number of attributes. The coefficients in the second class can be formulated as functions of Dice’s association indices.","Indices of association, Resemblance measures, Simple matching coefficient, Jaccard coefficient, Dice/Sørenson coefficient, Rand index, Global order equivalence",https://link.springer.com//article/10.1007/s00357-009-9032-1
Assessing Congruence Among Ultrametric Distance Matrices,"Recently, a test of congruence among distance matrices (CADM) has been developed. The null hypothesis is the incongruence among all data matrices. It has been shown that CADM has a correct type I error rate and good power when applied to independently-generated distance matrices. In this study, we investigate the suitability of CADM to compare ultrametric distance matrices. We tested the type I error rate and power of CADM with randomly generated dendrograms and their associated ultrametric distance matrices. We show that the test has correct type I error rates and good power. To obtain the significance level of the statistic, a single (as in the Mantel test) or a double (as in the double permutation test, DPT) permutation procedure was used. The power of CADM remained identical when the two permutation methods were compared. This study clearly demonstrates that CADM can be used to determine whether different dendrograms convey congruent information.","Incongruence, Power, Statistical test, Simulation, Type I error rate",https://link.springer.com//article/10.1007/s00357-009-9028-x
Classifying Time Series Data: A Nonparametric Approach,"A general nonparametric approach to identify similarities in a set of simultaneously observed time series is proposed. The trends are estimated via local polynomial regression and classified according to standard clustering procedures. The equality of the trends is checked using several nonparametric test statistics whose asymptotic distributions are approximated by a bootstrap procedure. Once the estimated trends are removed from the model, the residual series are grouped by means of a nonparametric cluster method specifically designed for time series. Such a method is based on a disparity measure between local linear smoothers of the spectra of the series. The performance of the proposed methodology is illustrated by means of its application to a particular financial data example. The dependence of the observations is a crucial factor in this work and is taken into account throughout the study.","Nonparametric methods, Cluster analysis, Hypothesis testing, Time series",https://link.springer.com//article/10.1007/s00357-009-9030-3
"Distributional Equivalence and Subcompositional Coherence in the Analysis of Compositional Data, Contingency Tables and Ratio-Scale Measurements","We consider two fundamental properties in the analysis of two-way tables of positive data: the principle of distributional equivalence, one of the cornerstones of correspondence analysis of contingency tables, and the principle of subcompositional coherence, which forms the basis of compositional data analysis. For an analysis to be subcompositionally coherent, it suffices to analyze the ratios of the data values. A common approach to dimension reduction in compositional data analysis is to perform principal component analysis on the logarithms of ratios, but this method does not obey the principle of distributional equivalence. We show that by introducing weights for the rows and columns, the method achieves this desirable property and can be applied to a wider class of methods. This weighted log-ratio analysis is theoretically equivalent to “spectral mapping”, a multivariate method developed almost 30 years ago for displaying ratio-scale data from biological activity spectra. The close relationship between spectral mapping and correspondence analysis is also explained, as well as their connection with association modeling. The weighted log-ratio methodology is used here to visualize frequency data in linguistics and chemical compositional data in archeology.","Association models, Biplot, Correspondence analysis, Log-ratio analysis, Singular value decomposition, Spectral mapping",https://link.springer.com//article/10.1007/s00357-009-9027-y
Some Interpretative Tools for Non-Symmetrical Correspondence Analysis,"Non-symmetrical correspondence analysis (NSCA) is a very practical statistical technique for the identification of the structure of association between asymmetrically related categorical variables forming a contingency table. This paper considers some tools that can be used to numerically and graphically explore in detail the association between these variables and include the use of confidence regions, the establishment of the link between NSCA and the analysis of variance of categorical variables, and the effect of imposing linear constraints on a variable.","CATANOVA, Confidence circles, Goodman-Kruskal tau index, Linear constraints, Non-symmetrical correspondence analysis",https://link.springer.com//article/10.1007/s00357-009-9025-0
Robust Double Clustering: A Method Based on Alternating Concentration Steps,"We propose two algorithms for robust two-mode partitioning of a data matrix in the presence of outliers. First we extend the robust k-means procedure to the case of biclustering, then we slightly relax the definition of outlier and propose a more flexible and parsimonious strategy, which anyway is inherently less robust. We discuss the breakdown properties of the algorithms, and illustrate the methods with simulations and three real examples.","Biclustering, Double clustering, Microarrays, Robustness, Outliers",https://link.springer.com//article/10.1007/s00357-009-9026-z
A Characterization of Majority Rule for Hierarchies,"The majority rule has been a popular method for producing a consensus classification from several different classifications, when the classifications are all on the same set of objects and are structured as hierarchies. In this note, a new axiomatic characterization is proved for this consensus method on hierarchies.","Hierarchy, Consensus, Majority rule",https://link.springer.com//article/10.1007/s00357-008-9012-x
The Metric Cutpoint Partition Problem,"Let G = (V, E,w) be a graph with vertex and edge sets V and E, respectively, and w: E → \( \mathbb{R}^{+} \) a function which assigns a positive weight or length to each edge of G. G is called a realization of a finite metric space (M, d), with M = {1, ..., n} if and only if {1, ..., n} ⊆ V and d(i, j) is equal to the length of the shortest chain linking i and j in G ∀i, j = 1, ..., n. A realization G of (M, d), is called optimal if the sum of its weights is minimal among all the realizations of (M, d). A cutpoint in a graph G is a vertex whose removal strictly increases the number of connected components of G. The Metric Cutpoint Partition Problem is to determine if a finite metric space (M, d) has an optimal realization containing a cutpoint. We prove in this paper that this problem is polynomially solvable. We also describe an algorithm that constructs an optimal realization of (M, d) from optimal realizations of subspaces that do not contain any cutpoint.","Metric spaces, Optimal realizations, Cutpoint, Bridge, Polynomial algorithm",https://link.springer.com//article/10.1007/s00357-008-9016-6
On the Equivalence of Cohen’s Kappa and the Hubert-Arabie Adjusted Rand Index,"It is shown that one can calculate the Hubert-Arabie adjusted Rand index by first forming the fourfold contingency table counting the number of pairs of objects that were placed in the same cluster in both partitions, in the same cluster in one partition but in different clusters in the other partition, and in different clusters in both, and then computing Cohen’s κ on this fourfold table.","Correction for chance agreement, Partitions, Clustering method, Matching table, Simple matching coefficient, Similarity indices, Resemblance measures",https://link.springer.com//article/10.1007/s00357-008-9023-7
A Binary Integer Program to Maximize the Agreement Between Partitions,"This research note focuses on a problem where the cluster sizes for two partitions of the same object set are assumed known; however, the actual assignments of objects to clusters are unknown for one or both partitions. The objective is to find a contingency table that produces maximum possible agreement between the two partitions, subject to constraints that the row and column marginal frequencies for the table correspond exactly to the cluster sizes for the partitions. This problem was described by H. Messatfa (Journal of Classification, 1992, pp. 5–15), who provided a heuristic procedure based on the linear transportation problem. We present an exact solution procedure using binary integer programming. We demonstrate that our proposed method efficiently obtains optimal solutions for problems of practical size.","Partition agreement, Contingency table, Binary integer programming",https://link.springer.com//article/10.1007/s00357-008-9013-9
Bounds of Resemblance Measures for Binary (Presence/Absence) Variables,"Bounds of association coefficients for binary variables are derived using the arithmetic-geometric-harmonic mean inequality. More precisely, it is shown which presence/absence coefficients are bounds with respect to each other. Using the new bounds it is investigated whether a coefficient is in general closer to either its upper or its lower bound.","Association coefficients, Similarity coefficients, 2 × 2 table, Minimum value, Harmonic mean, Geometric mean, Arithmetic mean, Maximum value",https://link.springer.com//article/10.1007/s00357-008-9024-6
On the Discrepancy Measures for the Optimal Equal Probability Partitioning in Bayesian Multivariate Micro-Aggregation,"Data holders, such as statistical institutions and financial organizations, have a very serious and demanding task when producing data for official and public use. It’s about controlling the risk of identity disclosure and protecting sensitive information when they communicate data-sets among themselves, to governmental agencies and to the public. One of the techniques applied is that of micro-aggregation. In a Bayesian setting, micro-aggregation can be viewed as the optimal partitioning of the original data-set based on the minimization of an appropriate measure of discrepancy, or distance, between two posterior distributions, one of which is conditional on the original data-set and the other conditional on the aggregated data-set. Assuming d-variate normal data-sets and using several measures of discrepancy, it is shown that the asymptotically optimal equal probability m-partition of \( \mathbb{R}^{d} \), with m1/d ∈ \( \mathbb{N} \), is the convex one which is provided by hypercubes whose sides are formed by hyperplanes perpendicular to the canonical axes, no matter which discrepancy measure has been used. On the basis of the above result, a method that produces a sub-optimal partition with a very small computational cost is presented.","Asymptotic theory, Convex partition, Discrepancy measures, Identity protection, Multivariate micro-aggregation, Probabilistic distances",https://link.springer.com//article/10.1007/s00357-008-9014-8
Identifiability of Finite Mixtures of Multinomial Logit Models with Varying and Fixed Effects,"Unique parametrizations of models are very important for parameter interpretation and consistency of estimators. In this paper we analyze the identifiability of a general class of finite mixtures of multinomial logits with varying and fixed effects, which includes the popular multinomial logit and conditional logit models. The application of the general identifiability conditions is demonstrated on several important special cases and relations to previously established results are discussed. The main results are illustrated with a simulation study using artificial data and a marketing dataset of brand choices.","Conditional logit, Finite mixture, Identifiability, Multinomial logit, Unobserved heterogeneity",https://link.springer.com//article/10.1007/s00357-008-9022-8
